Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2023,Census usually resident population,Other New Age Religions (not elsewhere classified),Other New Age Religions nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Total people stated,Total Stated,Upper Hutt,Upper Hutt City,Count,45759,number,Number of people,
2023,Census usually resident population,Total people stated,Total Stated,Upper Hutt,Upper Hutt City,Percentage of total stated,100,percentage,% of people,
2023,Census usually resident population,Object to answering,Object to answering,Upper Hutt,Upper Hutt City,Count,3117,number,Number of people,
2023,Census usually resident population,Object to answering,Object to answering,Upper Hutt,Upper Hutt City,Percentage of total stated,6.811774732839,percentage,% of people,
2023,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Upper Hutt,Upper Hutt City,Count,9,number,Number of people,
2023,Census usually resident population,"Other Religions, Beliefs and Philosophies (not further defined)","Other Religions, Beliefs and Philosophies nfd",Upper Hutt,Upper Hutt City,Percentage of total stated,0.01966826198125,percentage,% of people,
2023,Census usually resident population,Baha'i,Baha'i,Upper Hutt,Upper Hutt City,Count,15,number,Number of people,
2023,Census usually resident population,Baha'i,Baha'i,Upper Hutt,Upper Hutt City,Percentage of total stated,0.03278043663542,percentage,% of people,
2023,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Chinese Religions (not further defined),Chinese Religions nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Confucianism,Confucianism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Confucianism,Confucianism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Taoism,Taoism,Upper Hutt,Upper Hutt City,Count,12,number,Number of people,
2023,Census usually resident population,Taoism,Taoism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.02622434930833,percentage,% of people,
2023,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Chinese Religions (not elsewhere classified),Chinese Religions nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Jainism,Jainism,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Jainism,Jainism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Japanese Religion (not further defined),Japanese Religion nfd,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Mahikari,Mahikari,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Mahikari,Mahikari,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Shinto,Shinto,Upper Hutt,Upper Hutt City,Count,6,number,Number of people,
2023,Census usually resident population,Shinto,Shinto,Upper Hutt,Upper Hutt City,Percentage of total stated,0.01311217465417,percentage,% of people,
2023,Census usually resident population,Tenrikyo,Tenrikyo,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Tenrikyo,Tenrikyo,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Japanese Religion (not elsewhere classified),Japanese Religion nec,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Sikhism,Sikhism,Upper Hutt,Upper Hutt City,Count,399,number,Number of people,
2023,Census usually resident population,Sikhism,Sikhism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.8719596145021,percentage,% of people,
2023,Census usually resident population,Theism,Theism,Upper Hutt,Upper Hutt City,Count,39,number,Number of people,
2023,Census usually resident population,Theism,Theism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.08522913525208,percentage,% of people,
2023,Census usually resident population,Deism,Deism,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Deism,Deism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Zoroastrian,Zoroastrian,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Zoroastrian,Zoroastrian,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Unification Church (Moonist),Unification Church (Moonist),Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Jedi,Jedi,Upper Hutt,Upper Hutt City,Count,249,number,Number of people,
2023,Census usually resident population,Jedi,Jedi,Upper Hutt,Upper Hutt City,Percentage of total stated,0.5441552481479,percentage,% of people,
2023,Census usually resident population,Atheism,Atheism,Upper Hutt,Upper Hutt City,Count,66,number,Number of people,
2023,Census usually resident population,Atheism,Atheism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1442339211958,percentage,% of people,
2023,Census usually resident population,Agnosticism,Agnosticism,Upper Hutt,Upper Hutt City,Count,102,number,Number of people,
2023,Census usually resident population,Agnosticism,Agnosticism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.2229069691208,percentage,% of people,
2023,Census usually resident population,Cao Dai,Cao Dai,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Cao Dai,Cao Dai,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Church of the Flying Spaghetti Monster,Church of the Flying Spaghetti Monster,Upper Hutt,Upper Hutt City,Count,48,number,Number of people,
2023,Census usually resident population,Church of the Flying Spaghetti Monster,Church of the Flying Spaghetti Monster,Upper Hutt,Upper Hutt City,Percentage of total stated,0.1048973972333,percentage,% of people,
2023,Census usually resident population,Falun Gong,Falun Gong,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Falun Gong,Falun Gong,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Humanism,Humanism,Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,Humanism,Humanism,Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Libertarianism,Libertarianism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Libertarianism,Libertarianism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Maoism,Maoism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Maoism,Maoism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Marxism,Marxism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Marxism,Marxism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Rationalism,Rationalism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Rationalism,Rationalism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,Socialism,Socialism,Upper Hutt,Upper Hutt City,Count,0,number,Number of people,
2023,Census usually resident population,Socialism,Socialism,Upper Hutt,Upper Hutt City,Percentage of total stated,0,percentage,% of people,
2023,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Upper Hutt,Upper Hutt City,Count,3,number,Number of people,
2023,Census usually resident population,"Other Religions, Beliefs and Philosophies (not elsewhere classified)","Other Religions, Beliefs and Philosophies nec",Upper Hutt,Upper Hutt City,Percentage of total stated,0.006556087327083,percentage,% of people,
2023,Census usually resident population,Total people,Total,Upper Hutt,Upper Hutt City,Count,45759,number,Number of people,
2023,Census usually resident population,Total people,Total,Upper Hutt,Upper Hutt City,Percentage of total stated,100,percentage,% of people,
2023,Census usually resident population,No religion,No Religion,Lower Hutt,Lower Hutt City,Count,53313,number,Number of people,
2023,Census usually resident population,No religion,No Religion,Lower Hutt,Lower Hutt City,Percentage of total stated,49.56490210297,percentage,% of people,
2023,Census usually resident population,Buddhism,Buddhism,Lower Hutt,Lower Hutt City,Count,1422,number,Number of people,
2023,Census usually resident population,Buddhism,Buddhism,Lower Hutt,Lower Hutt City,Percentage of total stated,1.322028225582,percentage,% of people,
2023,Census usually resident population,Christianity,Christianity,Lower Hutt,Lower Hutt City,Count,36432,number,Number of people,
2023,Census usually resident population,Christianity,Christianity,Lower Hutt,Lower Hutt City,Percentage of total stated,33.87069783009,percentage,% of people,
2023,Census usually resident population,Hinduism,Hinduism,Lower Hutt,Lower Hutt City,Count,4839,number,Number of people,
2023,Census usually resident population,Hinduism,Hinduism,Lower Hutt,Lower Hutt City,Percentage of total stated,4.498800691694,percentage,% of people,
2023,Census usually resident population,Islam,Islam,Lower Hutt,Lower Hutt City,Count,1536,number,Number of people,
2023,Census usually resident population,Islam,Islam,Lower Hutt,Lower Hutt City,Percentage of total stated,1.428013610755,percentage,% of people,
2023,Census usually resident population,Judaism,Judaism,Lower Hutt,Lower Hutt City,Count,111,number,Number of people,
2023,Census usually resident population,Judaism,Judaism,Lower Hutt,Lower Hutt City,Percentage of total stated,0.1031962960897,percentage,% of people,
2023,Census usually resident population,"Māori religions, beliefs and philosophies","Māori Religions, Beliefs and Philosophies",Lower Hutt,Lower Hutt City,Count,1197,number,Number of people,
