"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G3900230",1870,1870,"Clark, Ohio","Clark","Ohio","390","Clark","0230",32070,1870,71,"total religious edifices from NHGIS table NT44 (AK8001)",26170,81.6027,22.1391,385530,,,1040.81,"wave_coverage_differs"
"G5350055",1870,1870,"Clark, Washington Territory","Clark","Washington Territory","535","Clark","0055",3081,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1025,33.2684,22.7199,15150,,,3628.38,"wave_coverage_differs"
"G5500190",1870,1870,"Clark, Wisconsin","Clark","Wisconsin","550","Clark","0190",3450,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",350,10.1449,5.7971,3800,,,4186.1,"wave_coverage_differs"
"G0100250",1870,1870,"Clarke, Alabama","Clarke","Alabama","010","Clarke","0250",14663,1870,33,"total religious edifices from NHGIS table NT44 (AK8001)",6550,44.6703,22.5056,16500,,,3244.14,"wave_coverage_differs"
"G1300590",1870,1870,"Clarke, Georgia","Clarke","Georgia","130","Clarke","0590",12941,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",8300,64.1372,15.4548,68800,,,810.34,"wave_coverage_differs"
"G1900390",1870,1870,"Clarke, Iowa","Clarke","Iowa","190","Clarke","0390",8735,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",4500,51.5169,19.4619,40200,,,1118.24,"wave_coverage_differs"
"G2800230",1870,1870,"Clarke, Mississippi","Clarke","Mississippi","280","Clarke","0230",7505,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2350,31.3125,10.6596,10400,,,1799.95,"wave_coverage_differs"
"G5100430",1870,1870,"Clarke, Virginia","Clarke","Virginia","510","Clarke","0430",6670,1870,14,"total religious edifices from NHGIS table NT44 (AK8001)",5050,75.7121,20.9895,35500,,,461.88,"wave_coverage_differs"
"G4100070",1870,1870,"Clatsop, Oregon","Clatsop","Oregon","410","Clatsop","0070",1255,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1225,97.6096,39.8406,15000,,,1977.52,"wave_coverage_differs"
"G0100270",1870,1870,"Clay, Alabama","Clay","Alabama","010","Clay","0270",9560,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",2250,23.5356,11.5063,2750,,,1472.48,"wave_coverage_differs"
"G0950355",1870,1870,"Clay, Dakota Territory","Clay","Dakota Territory","095","Clay","0355",2621,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",200,7.6307,3.8153,1400,,,1080.63,"wave_coverage_differs"
"G1200190",1870,1870,"Clay, Florida","Clay","Florida","120","Clay","0190",2098,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1100,52.4309,23.8322,1500,,,1507.58,"wave_coverage_differs"
"G1300610",1870,1870,"Clay, Georgia","Clay","Georgia","130","Clay","0610",5493,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",3750,68.2687,23.6665,14500,,,563.49,"wave_coverage_differs"
"G1700250",1870,1870,"Clay, Illinois","Clay","Illinois","170","Clay","0250",15875,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",9000,56.6929,16.378,60650,,,1216.23,"wave_coverage_differs"
"G1800210",1870,1870,"Clay, Indiana","Clay","Indiana","180","Clay","0210",19084,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",11400,59.7359,21.484,58500,,,933.23,"wave_coverage_differs"
"G1900410",1870,1870,"Clay, Iowa","Clay","Iowa","190","Clay","0410",1523,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1483.01,"wave_coverage_differs"
"G2000270",1870,1870,"Clay, Kansas","Clay","Kansas","200","Clay","0270",2942,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",550,18.6948,6.7981,8000,,,1698,"wave_coverage_differs"
"G2100510",1870,1870,"Clay, Kentucky","Clay","Kentucky","210","Clay","0510",8297,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",1600,19.2841,19.2841,2000,,,1802.95,"wave_coverage_differs"
"G2700270",1870,1870,"Clay, Minnesota","Clay","Minnesota","270","Clay","0270",92,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2726.34,"wave_coverage_differs"
"G2900470",1870,1870,"Clay, Missouri","Clay","Missouri","290","Clay","0470",15564,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",10700,68.7484,26.3428,52000,,,1058.27,"wave_coverage_differs"
"G3100350",1870,1870,"Clay, Nebraska","Clay","Nebraska","310","Clay","0350",54,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1485.46,"wave_coverage_differs"
"G3700430",1870,1870,"Clay, North Carolina","Clay","North Carolina","370","Clay","0430",2461,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",1900,77.2044,48.7607,4490,,,471.33,"wave_coverage_differs"
"G4800770",1870,1870,"Clay, Texas","Clay","Texas","480","Clay","0770",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2892.39,"wave_coverage_differs"
"G5400150",1870,1870,"Clay, West Virginia","Clay","West Virginia","540","Clay","0150",2196,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",260,11.8397,9.1075,750,,,890.47,"wave_coverage_differs"
"G1300630",1870,1870,"Clayton, Georgia","Clayton","Georgia","130","Clayton","0630",5477,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",5900,107.7232,21.9098,11000,,,360.68,"wave_coverage_differs"
"G1900430",1870,1870,"Clayton, Iowa","Clayton","Iowa","190","Clayton","0430",27771,1870,27,"total religious edifices from NHGIS table NT44 (AK8001)",7000,25.2062,9.7224,113900,,,2052.99,"wave_coverage_differs"
"G0850075",1870,1870,"Clear Creek, Colorado Territory","Clear Creek","Colorado Territory","085","Clear Creek","0075",1596,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1600,100.2506,31.3283,16400,,,1026.83,"wave_coverage_differs"
"G4200330",1870,1870,"Clearfield, Pennsylvania","Clearfield","Pennsylvania","420","Clearfield","0330",25741,1870,58,"total religious edifices from NHGIS table NT44 (AK8001)",18750,72.841,22.5321,192850,,,2988.68,"wave_coverage_differs"
"G0100290",1870,1870,"Cleburne, Alabama","Cleburne","Alabama","010","Cleburne","0290",8017,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1900,23.6996,7.4841,3600,,,1446.84,"wave_coverage_differs"
"G3900250",1870,1870,"Clermont, Ohio","Clermont","Ohio","390","Clermont","0250",34268,1870,105,"total religious edifices from NHGIS table NT44 (AK8001)",32570,95.0449,30.6408,285200,,,1191.06,"wave_coverage_differs"
"G3700450",1870,1870,"Cleveland, North Carolina","Cleveland","North Carolina","370","Cleveland","0450",12696,1870,50,"total religious edifices from NHGIS table NT44 (AK8001)",9700,76.402,39.3825,15400,,,1201.95,"wave_coverage_differs"
"G1300650",1870,1870,"Clinch, Georgia","Clinch","Georgia","130","Clinch","0650",3945,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",1700,43.0925,27.8834,900,,,2347.25,"wave_coverage_differs"
"G1700270",1870,1870,"Clinton, Illinois","Clinton","Illinois","170","Clinton","0270",16285,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",11200,68.7749,12.8953,236000,,,1303.48,"wave_coverage_differs"
"G1800230",1870,1870,"Clinton, Indiana","Clinton","Indiana","180","Clinton","0230",17330,1870,34,"total religious edifices from NHGIS table NT44 (AK8001)",14300,82.5159,19.6192,67150,,,1049.61,"wave_coverage_differs"
"G1900450",1870,1870,"Clinton, Iowa","Clinton","Iowa","190","Clinton","0450",35357,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",11800,33.3739,11.0303,192400,,,1839.34,"wave_coverage_differs"
"G2100530",1870,1870,"Clinton, Kentucky","Clinton","Kentucky","210","Clinton","0530",6497,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",5800,89.272,27.7051,6350,,,532.15,"wave_coverage_differs"
"G2600370",1870,1870,"Clinton, Michigan","Clinton","Michigan","260","Clinton","0370",22845,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",7500,32.8299,9.6301,118000,,,1488.1,"wave_coverage_differs"
"G2900490",1870,1870,"Clinton, Missouri","Clinton","Missouri","290","Clinton","0490",14063,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",7000,49.776,17.0661,72000,,,1096.81,"wave_coverage_differs"
"G3600190",1870,1870,"Clinton, New York","Clinton","New York","360","Clinton","0190",47947,1870,53,"total religious edifices from NHGIS table NT44 (AK8001)",18305,38.1776,11.0539,284000,,,2894.38,"wave_coverage_differs"
"G3900270",1870,1870,"Clinton, Ohio","Clinton","Ohio","390","Clinton","0270",21914,1870,58,"total religious edifices from NHGIS table NT44 (AK8001)",16280,74.2904,26.4671,141000,,,1067.84,"wave_coverage_differs"
"G4200350",1870,1870,"Clinton, Pennsylvania","Clinton","Pennsylvania","420","Clinton","0350",23211,1870,32,"total religious edifices from NHGIS table NT44 (AK8001)",10550,45.4526,13.7866,188700,,,2320.18,"wave_coverage_differs"
"G2000290",1870,1870,"Cloud, Kansas","Cloud","Kansas","200","Cloud","0290",2323,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",300,12.9143,4.3048,4000,,,1859.58,"wave_coverage_differs"
"G2800270",1870,1870,"Coahoma, Mississippi","Coahoma","Mississippi","280","Coahoma","0270",7144,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",1200,16.7973,16.7973,8600,,,1563.68,"wave_coverage_differs"
"G1300670",1870,1870,"Cobb, Georgia","Cobb","Georgia","130","Cobb","0670",13814,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",18600,134.646,31.8517,50050,,,904.79,"wave_coverage_differs"
"G4700290",1870,1870,"Cocke, Tennessee","Cocke","Tennessee","470","Cocke","0290",12458,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",8300,66.6239,14.4485,9380,,,1147.68,"wave_coverage_differs"
"G0100310",1870,1870,"Coffee, Alabama","Coffee","Alabama","010","Coffee","0310",6171,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",5200,84.2651,40.5121,5750,,,1761.49,"wave_coverage_differs"
"G1300690",1870,1870,"Coffee, Georgia","Coffee","Georgia","130","Coffee","0690",3192,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",2150,67.3559,34.4612,670,,,2687.25,"wave_coverage_differs"
"G4700310",1870,1870,"Coffee, Tennessee","Coffee","Tennessee","470","Coffee","0310",10237,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",3600,35.1666,11.7222,14000,,,1106.66,"wave_coverage_differs"
"G2000310",1870,1870,"Coffey, Kansas","Coffey","Kansas","200","Coffey","0310",6201,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1750,28.2213,12.9011,20200,,,1694.07,"wave_coverage_differs"
"G0100330",1870,1870,"Colbert (new), Alabama","Colbert","Alabama","010","Colbert","0330",12537,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",4900,39.0843,23.9292,8800,,,1428.06,"wave_coverage_differs"
"G2900510",1870,1870,"Cole, Missouri","Cole","Missouri","290","Cole","0510",10292,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",5800,56.3545,22.3475,85000,,,1029.02,"wave_coverage_differs"
"G4800830",1870,1870,"Coleman, Texas","Coleman","Texas","480","Coleman","0830",347,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,3319.02,"wave_coverage_differs"
"G1700290",1870,1870,"Coles, Illinois","Coles","Illinois","170","Coles","0290",25235,1870,52,"total religious edifices from NHGIS table NT44 (AK8001)",19290,76.4415,20.6063,126000,,,1321.08,"wave_coverage_differs"
"G3100370",1870,1870,"Colfax, Nebraska","Colfax","Nebraska","310","Colfax","0370",1424,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",700,49.1573,14.0449,3000,,,1085.7,"wave_coverage_differs"
"G3550075",1870,1870,"Colfax, New Mexico Territory","Colfax","New Mexico Territory","355","Colfax","0075",1992,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",300,15.0602,5.0201,1500,,,15293.65,"wave_coverage_differs"
"G4500290",1870,1870,"Colleton, South Carolina","Colleton","South Carolina","450","Colleton","0290",25410,1870,71,"total religious edifices from NHGIS table NT44 (AK8001)",17300,68.0834,27.9418,158300,,,4791.46,"wave_coverage_differs"
"G4800850",1870,1870,"Collin, Texas","Collin","Texas","480","Collin","0850",14013,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",1200,8.5635,2.1409,5000,,,2294.99,"wave_coverage_differs"
"G4800890",1870,1870,"Colorado, Texas","Colorado","Texas","480","Colorado","0890",8326,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",1000,12.0106,2.4021,13000,,,2484.7,"wave_coverage_differs"
"G1300710",1870,1870,"Colquitt, Georgia","Colquitt","Georgia","130","Colquitt","0710",1654,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2200,133.0109,36.2757,4300,,,1460.12,"wave_coverage_differs"
"G0500270",1870,1870,"Columbia, Arkansas","Columbia","Arkansas","050","Columbia","0270",11397,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",4100,35.9744,35.9744,4100,,,2466.09,"wave_coverage_differs"
"G1200230",1870,1870,"Columbia, Florida","Columbia","Florida","120","Columbia","0230",7335,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",3950,53.8514,32.7198,7100,,,2080.33,"wave_coverage_differs"
"G1300730",1870,1870,"Columbia, Georgia","Columbia","Georgia","130","Columbia","0730",13529,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",8400,62.0888,17.7397,39700,,,1234.56,"wave_coverage_differs"
"G3600210",1870,1870,"Columbia, New York","Columbia","New York","360","Columbia","0210",47044,1870,99,"total religious edifices from NHGIS table NT44 (AK8001)",34705,73.7714,21.0441,790540,,,1679,"wave_coverage_differs"
"G4100090",1870,1870,"Columbia, Oregon","Columbia","Oregon","410","Columbia","0090",863,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",200,23.175,11.5875,1500,,,2239.94,"wave_coverage_differs"
"G4200370",1870,1870,"Columbia, Pennsylvania","Columbia","Pennsylvania","420","Columbia","0370",28766,1870,80,"total religious edifices from NHGIS table NT44 (AK8001)",25200,87.6034,27.8106,280100,,,1268.45,"wave_coverage_differs"
"G5500210",1870,1870,"Columbia, Wisconsin","Columbia","Wisconsin","550","Columbia","0210",28802,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",9200,31.9422,15.2767,111000,,,2061.59,"wave_coverage_differs"
"G3900290",1870,1870,"Columbiana, Ohio","Columbiana","Ohio","390","Columbiana","0290",38299,1870,122,"total religious edifices from NHGIS table NT44 (AK8001)",36870,96.2688,31.8546,338500,,,1384.77,"wave_coverage_differs"
"G3700470",1870,1870,"Columbus, North Carolina","Columbus","North Carolina","370","Columbus","0470",8474,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",5800,68.4447,35.4024,9600,,,2094.5,"wave_coverage_differs"
"G0600110",1870,1870,"Colusa, California","Colusa","California","060","Colusa","0110",6165,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1900,30.8191,8.1103,26500,,,5927.27,"wave_coverage_differs"
"G4800910",1870,1870,"Comal, Texas","Comal","Texas","480","Comal","0910",5283,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1200,22.7144,7.5715,9200,,,1488.93,"wave_coverage_differs"
"G4800930",1870,1870,"Comanche, Texas","Comanche","Texas","480","Comanche","0930",1001,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",200,19.98,19.98,350,,,2588.35,"wave_coverage_differs"
"G4800950",1870,1870,"Concho, Texas","Concho","Texas","480","Concho","0950",,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,2573.64,"wave_coverage_differs"
"G2200290",1870,1870,"Concordia, Louisiana","Concordia","Louisiana","220","Concordia","0290",9977,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1800,18.0415,7.0161,3500,,,1964.97,"wave_coverage_differs"
"G0100350",1870,1870,"Conecuh, Alabama","Conecuh","Alabama","010","Conecuh","0350",9574,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",8250,86.1709,36.5573,16400,,,2129.58,"wave_coverage_differs"
"G0850095",1870,1870,"Conejos, Colorado Territory","Conejos","Colorado Territory","085","Conejos","0095",2504,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",3000,119.8083,7.9872,7000,,,24064.36,"wave_coverage_differs"
"G0600130",1870,1870,"Contra Costa, California","Contra Costa","California","060","Contra Costa","0130",8461,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",5500,65.0041,18.9103,28450,,,1914.81,"wave_coverage_differs"
"G0500290",1870,1870,"Conway, Arkansas","Conway","Arkansas","050","Conway","0290",8112,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",4500,55.4734,43.146,10500,,,2672.8,"wave_coverage_differs"
"G1700310",1870,1870,"Cook, Illinois","Cook","Illinois","170","Cook","0310",349966,1870,210,"total religious edifices from NHGIS table NT44 (AK8001)",139499,39.8607,6.0006,8427350,,,2480.87,"wave_coverage_differs"
"G4800970",1870,1870,"Cooke, Texas","Cooke","Texas","480","Cooke","0970",5315,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",500,9.4073,1.8815,1500,,,2327.05,"wave_coverage_differs"
"G2900530",1870,1870,"Cooper, Missouri","Cooper","Missouri","290","Cooper","0530",20692,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",17300,83.6072,21.7475,198500,,,1473.92,"wave_coverage_differs"
"G3300070",1870,1870,"Coos, New Hampshire","Coos","New Hampshire","330","Coos","0070",14932,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",5050,33.82,15.4032,49500,,,4738.54,"wave_coverage_differs"
"G4100110",1870,1870,"Coos, Oregon","Coos","Oregon","410","Coos","0110",1644,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,4398.85,"wave_coverage_differs"
"G0100370",1870,1870,"Coosa, Alabama","Coosa","Alabama","010","Coosa","0370",11945,1870,67,"total religious edifices from NHGIS table NT44 (AK8001)",19450,162.8296,56.0904,28200,,,1725.55,"wave_coverage_differs"
"G2800290",1870,1870,"Copiah, Mississippi","Copiah","Mississippi","280","Copiah","0290",20608,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",11000,53.3773,11.1607,20000,,,2018.83,"wave_coverage_differs"
"G3600230",1870,1870,"Cortland, New York","Cortland","New York","360","Cortland","0230",25173,1870,54,"total religious edifices from NHGIS table NT44 (AK8001)",18575,73.7894,21.4516,192750,,,1298.93,"wave_coverage_differs"
