"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108507997","SK0108507997","Kalinkovo",2021,1467,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",920,62.71,518,35.31,,,,12.73,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508071","SK0108508071","Malinovo",2021,3887,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2181,56.11,1441,37.07,,,,8.65,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508098","SK0108508098","Miloslavov",2021,4000,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1998,49.95,1835,45.88,,,,10.28,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508110","SK0108508110","Most pri Bratislave",2021,3913,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2043,52.21,1552,39.66,,,,19.03,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508136","SK0108508136","Nová Dedinka",2021,3150,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2078,65.97,926,29.4,,,,10.3,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508209","SK0108508209","Rovinka",2021,5136,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2785,54.23,2091,40.71,,,,8.75,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508217","SK0108508217","Senec",2021,20116,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",12465,61.97,5973,29.69,,,,38.64,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508276","SK0108508276","Tomášov",2021,2715,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1902,70.06,693,25.52,,,,20.07,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508284","SK0108508284","Tureň",2021,1214,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",888,73.15,296,24.38,,,,5.25,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508292","SK0108508292","Veľký Biel",2021,2975,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1877,63.09,894,30.05,,,,10.09,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108508331","SK0108508331","Vlky",2021,415,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",342,82.41,69,16.63,,,,3.66,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108545333","SK0108545333","Dunajská Lužná",2021,7622,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",4299,56.4,2777,36.43,,,,27.32,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108555487","SK0108555487","Igram",2021,590,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",469,79.49,97,16.44,,,,8.39,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108555495","SK0108555495","Kaplna",2021,944,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",723,76.59,183,19.39,,,,5.69,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108555509","SK0108555509","Zálesie (Okres Senec)",2021,2228,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1202,53.95,941,42.24,,,,5.83,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0108582549","SK0108582549","Nový Svet",2021,92,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",54,58.7,27,29.35,,,,7.75,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501433","SK0211501433","Dunajská Streda",2021,23044,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",15544,67.45,5391,23.39,,,,31.29,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501441","SK0211501441","Báč",2021,546,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",461,84.43,74,13.55,,,,3.87,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501450","SK0211501450","Baka",2021,1136,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",981,86.36,108,9.51,,,,19.72,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501468","SK0211501468","Baloň",2021,720,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",603,83.75,85,11.81,,,,16.11,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501484","SK0211501484","Blahová",2021,360,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",233,64.72,110,30.56,,,,11.29,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501492","SK0211501492","Blatná na Ostrove",2021,981,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",739,75.33,214,21.81,,,,10.64,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501506","SK0211501506","Boheľov",2021,343,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",277,80.76,56,16.33,,,,8.17,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501514","SK0211501514","Čakany",2021,651,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",524,80.49,107,16.44,,,,11.03,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501522","SK0211501522","Veľký Meder",2021,8446,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",5045,59.73,2571,30.44,,,,55.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501531","SK0211501531","Čiližská Radvaň",2021,1175,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",750,63.83,356,30.3,,,,21.39,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501549","SK0211501549","Dobrohošť",2021,517,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",310,59.96,174,33.66,,,,4.65,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501557","SK0211501557","Dolný Bar",2021,819,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",626,76.43,180,21.98,,,,8.5,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501573","SK0211501573","Gabčíkovo",2021,5232,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",4314,82.45,675,12.9,,,,52.59,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501581","SK0211501581","Holice",2021,2144,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1778,82.93,326,15.21,,,,23.15,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501590","SK0211501590","Horná Potôň",2021,2114,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1471,69.58,537,25.4,,,,28.23,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501603","SK0211501603","Horný Bar",2021,1244,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1034,83.12,192,15.43,,,,11.67,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501611","SK0211501611","Dolný Štál",2021,1908,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1552,81.34,278,14.57,,,,30.07,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501620","SK0211501620","Hubice",2021,626,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",465,74.28,151,24.12,,,,5.3,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501638","SK0211501638","Hviezdoslavov",2021,2472,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1340,54.21,1000,40.45,,,,10.41,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501654","SK0211501654","Jahodná",2021,1654,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1335,80.71,281,16.99,,,,15.8,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501662","SK0211501662","Janíky",2021,915,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",786,85.9,101,11.04,,,,11.21,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0211501671","SK0211501671","Jurová",2021,480,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",402,83.75,68,14.17,,,,10.85,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
